droplet_number,v_down_mps_wls,v_down_stderr_wls,R2_down,chi2red_down,N_down,v_up_mps_wls,v_up_stderr_wls,R2_up,chi2red_up,N_up,v_down_mps_ols,v_down_stderr_ols,v_up_mps_ols,v_up_stderr_ols,ok_down,ok_up
23,2.9500562032087535e-05,5.224027230207196e-07,0.9915394243024965,33.6749434717718,188,4.08745442915727e-05,1.550264006864225e-07,0.9994226135214586,17.026939512064676,294,3.0326317403914415e-05,1.9541039176631499e-07,4.065781502583728e-05,5.567326912630469e-08,True,True
24,3.0324175707240437e-05,1.6295925430846192e-07,0.9979947911608591,19.84480631109463,229,2.7358348334320106e-05,1.5354154339165016e-07,0.9982666289984237,44.83934966775383,357,3.062139638064213e-05,8.729838433952967e-08,2.7662574182123533e-05,5.790822713691414e-08,True,True
25,5.910994458519244e-05,2.8117405817649993e-07,0.9993256193691015,13.751344433552308,162,2.165248328914299e-05,2.094575750643062e-07,0.9968640698206649,28.2761476836858,256,5.885357245720011e-05,1.1772195494623834e-07,2.141244255858585e-05,7.377420905794191e-08,True,True
26,7.942522110471316e-05,1.4037681061667962e-07,0.9999125006795972,3.600559989212486,189,5.559123606004323e-05,2.90351395303711e-07,0.999404585098141,7.389754162314347,122,7.938408487120692e-05,5.367257491808721e-08,5.547278863406966e-05,1.230212482186846e-07,True,True
27,3.491669485013919e-05,3.6835189281106477e-07,0.9971303822924495,16.184062154172935,157,3.852958633132838e-05,1.3649770802895242e-07,0.9994225751401911,17.418233815468852,247,3.462669129009158e-05,1.4733434572428617e-07,3.86785252847154e-05,5.860252754032282e-08,True,True
28,3.3870715619196706e-05,1.0165693540741418e-07,0.999541856750582,6.53908036419942,248,4.1647648805470256e-05,2.628183474544332e-07,0.9987302278368226,21.913202290072874,154,3.3753838250098085e-05,4.546384953931842e-08,4.1583811507910225e-05,1.2014328857552925e-07,True,True
29,4.479202474728111e-05,3.409099660136481e-07,0.998716804040026,8.75304737011169,130,3.491202299653607e-05,1.9338052916777466e-07,0.9990294836391407,24.53490426966273,229,4.491952011445657e-05,1.412482688358265e-07,3.4787777998983803e-05,7.148626625912851e-08,True,True
30,3.614083277785168e-05,3.108043044181858e-07,0.997178810962385,29.043564153396645,270,1.4057592634605184e-05,1.7420504327180246e-07,0.9948762533705402,11.68792828361324,241,3.697675967323013e-05,1.0400883354710785e-07,1.4021872601182287e-05,6.502815299523525e-08,True,True
31,3.191940959089044e-05,1.1561668512921998e-07,0.9985421454942456,21.987119695133536,312,3.289427685703815e-05,1.3179107491290442e-07,0.9993887610610249,11.387573422196112,240,3.251134492580287e-05,5.908194870688308e-08,3.278681053490515e-05,5.2092387365338084e-08,True,True
32,3.2167158892977794e-05,2.5342185543558686e-07,0.9979586703307414,14.779497692796522,176,2.1400303651497828e-05,1.691823377030396e-07,0.9964118824963558,55.435895913518976,332,3.229116222760291e-05,1.098074127520221e-07,2.1765466624965012e-05,6.834851612440982e-08,True,True
33,2.6181145172628658e-05,2.3699783947552243e-07,0.994888875982304,59.877156500853886,339,3.31994531442719e-05,1.8617993887043464e-07,0.9986662543553408,22.75507596808995,228,2.7089990918002093e-05,8.939681793969535e-08,3.307205656847796e-05,7.985608483043998e-08,True,True
34,4.878410893720142e-05,2.6584980508134835e-07,0.9990721952090535,17.80576765303405,223,4.343085354602068e-05,2.604596845876905e-07,0.9989250344938488,17.589495608276614,187,4.9331266539786735e-05,9.330761667353778e-08,4.323974503432694e-05,1.030472564576813e-07,True,True
